Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4376",,,"PATRIC.562.123410.562.123410.con.0019.CDS.63187.64053.fwd","PATRIC","CDS",63187,64053,867,"+",,"PLF_561_00007057","PGF_08225224",,288,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4377",,,"PATRIC.562.123410.562.123410.con.0019.CDS.64095.64301.fwd","PATRIC","CDS",64095,64301,207,"+",,"PLF_561_00008335","PGF_00399903",,68,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4378",,,"PATRIC.562.123410.562.123410.con.0019.CDS.64262.65434.fwd","PATRIC","CDS",64262,65434,1173,"+",,"PLF_561_00007106","PGF_01615525",,390,,"Phage integrase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4379",,,"PATRIC.562.123410.562.123410.con.0019.CDS.65426.66043.rev","PATRIC","CDS",65426,66043,618,"-",,"PLF_561_00049006","PGF_01642380",,205,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4380",,,"PATRIC.562.123410.562.123410.con.0019.CDS.66054.66380.rev","PATRIC","CDS",66054,66380,327,"-",,"PLF_561_00009216","PGF_08225224",,108,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4381",,,"PATRIC.562.123410.562.123410.con.0019.CDS.66385.67296.rev","PATRIC","CDS",66385,67296,912,"-",,"PLF_561_00009118","PGF_03773747",,303,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4383",,,"PATRIC.562.123410.562.123410.con.0019.CDS.68157.69134.fwd","PATRIC","CDS",68157,69134,978,"+",,"PLF_561_00002624","PGF_00416505",,325,,"Carbon starvation induced protein CsiD",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4384",,,"PATRIC.562.123410.562.123410.con.0019.CDS.69154.70422.fwd","PATRIC","CDS",69154,70422,1269,"+",,"PLF_561_00171747","PGF_00015978",,422,,"L-2-hydroxyglutarate oxidase (EC 1.1.3.15)","GO:0003973|(S)-2-hydroxy-acid oxidase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4385",,,"PATRIC.562.123410.562.123410.con.0019.CDS.70445.71893.fwd","PATRIC","CDS",70445,71893,1449,"+",,"PLF_561_00000934","PGF_07204877",,482,,"Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16)","GO:0009013|succinate-semialdehyde dehydrogenase [NAD(P)+] activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4386",,,"PATRIC.562.123410.562.123410.con.0019.CDS.71907.73187.fwd","PATRIC","CDS",71907,73187,1281,"+",,"PLF_561_00000304","PGF_04337880",,426,,"Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)","GO:0003867|4-aminobutyrate transaminase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4387",,,"PATRIC.562.123410.562.123410.con.0019.CDS.73425.74825.fwd","PATRIC","CDS",73425,74825,1401,"+",,"PLF_561_00000902","PGF_00071509",,466,,"gamma-aminobutyrate (GABA) permease",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4299",,,"PATRIC.562.123410.562.123410.con.0019.CDS.7460.8581.rev","PATRIC","CDS",7460,8581,1122,"-",,"PLF_561_00001822","PGF_00417831",,373,,"Chorismate mutase I (EC 5.4.99.5) / Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)","GO:0004106|chorismate mutase activity;GO:0008977|prephenate dehydrogenase activity;GO:0047794|cyclohexadienyl dehydrogenase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4388",,,"PATRIC.562.123410.562.123410.con.0019.CDS.74846.75508.fwd","PATRIC","CDS",74846,75508,663,"+",,"PLF_561_00002474","PGF_00419733",,220,,"CsiR, transcriptional repressor of CsiD",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4389",,,"PATRIC.562.123410.562.123410.con.0019.CDS.75509.75958.rev","PATRIC","CDS",75509,75958,450,"-",,"PLF_561_00002800","PGF_01151090",,149,,"Uncharacterized LysM domain protein YgaU",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4390",,,"PATRIC.562.123410.562.123410.con.0019.CDS.76042.76200.rev","PATRIC","CDS",76042,76200,159,"-",,"PLF_561_00051294","PGF_10444495",,52,,"UPF0057 membrane protein YqaE",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4391",,,"PATRIC.562.123410.562.123410.con.0019.CDS.76383.76682.fwd","PATRIC","CDS",76383,76682,300,"+",,"PLF_561_00003253","PGF_00013450",,99,,"Transcriptional regulator YgaV, ArsR family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4392",,,"PATRIC.562.123410.562.123410.con.0019.CDS.76692.77216.fwd","PATRIC","CDS",76692,77216,525,"+",,"PLF_561_00002438","PGF_09917430",,174,,"Rhodanese-domain-containing inner membrane protein YgaP",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4393",,,"PATRIC.562.123410.562.123410.con.0019.CDS.77263.77667.rev","PATRIC","CDS",77263,77667,405,"-",,"PLF_561_00002177","PGF_00422091",,134,,"DNA-binding protein StpA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4395",,,"PATRIC.562.123410.562.123410.con.0019.CDS.78335.78784.fwd","PATRIC","CDS",78335,78784,450,"+",,"PLF_561_00002129","PGF_00184206",,149,,"L-alanine exporter AlaE",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4396",,,"PATRIC.562.123410.562.123410.con.0019.CDS.78821.79165.rev","PATRIC","CDS",78821,79165,345,"-",,"PLF_561_00002373","PGF_03326547",,114,,"Uncharacterized protein YgaC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4397",,,"PATRIC.562.123410.562.123410.con.0019.CDS.79317.79646.fwd","PATRIC","CDS",79317,79646,330,"+",,"PLF_561_00002051","PGF_09690513",,109,,"ElaB protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4398",,,"PATRIC.562.123410.562.123410.con.0019.CDS.79703.81037.rev","PATRIC","CDS",79703,81037,1335,"-",,"PLF_561_00057508","PGF_09985786",,444,,"Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)","GO:0004069|L-aspartate:2-oxoglutarate aminotransferase activity;GO:0004069|L-phenylalanine:2-oxoglutarate aminotransferase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4399",,,"PATRIC.562.123410.562.123410.con.0019.CDS.81125.81556.fwd","PATRIC","CDS",81125,81556,432,"+",,"PLF_561_00005075","PGF_00111537",,143,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4400",,,"PATRIC.562.123410.562.123410.con.0019.CDS.81765.82010.fwd","PATRIC","CDS",81765,82010,246,"+",,"PLF_561_00002482","PGF_00008381",,81,,"Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4401",,,"PATRIC.562.123410.562.123410.con.0019.CDS.82007.82417.fwd","PATRIC","CDS",82007,82417,411,"+",,"PLF_561_00001898","PGF_00048645",,136,,"Ribonucleotide reduction protein NrdI",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4402",,,"PATRIC.562.123410.562.123410.con.0019.CDS.82390.84534.fwd","PATRIC","CDS",82390,84534,2145,"+",,"PLF_561_00000442","PGF_00048640",,714,,"Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4403",,,"PATRIC.562.123410.562.123410.con.0019.CDS.84544.85503.fwd","PATRIC","CDS",84544,85503,960,"+",,"PLF_561_00173601","PGF_00048641",,319,,"Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4404",,,"PATRIC.562.123410.562.123410.con.0019.CDS.85859.87061.fwd","PATRIC","CDS",85859,87061,1203,"+",,"PLF_561_00002187","PGF_01477459",,400,,"Glycine betaine/L-proline transport ATP-binding protein ProV (TC 3.A.1.12.1)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4300",,,"PATRIC.562.123410.562.123410.con.0019.CDS.8592.9662.rev","PATRIC","CDS",8592,9662,1071,"-",,"PLF_561_00001169","PGF_00070354",,356,,"2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)","GO:0003849|3-deoxy-7-phosphoheptulonate synthase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4405",,,"PATRIC.562.123410.562.123410.con.0019.CDS.87054.88118.fwd","PATRIC","CDS",87054,88118,1065,"+",,"PLF_561_00002706","PGF_00886151",,354,,"Glycine betaine/L-proline transport system permease protein ProW (TC 3.A.1.12.1)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4406",,,"PATRIC.562.123410.562.123410.con.0019.CDS.88176.89168.fwd","PATRIC","CDS",88176,89168,993,"+",,"PLF_561_00001426","PGF_00016189",,330,,"Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4407",,,"PATRIC.562.123410.562.123410.con.0019.CDS.89221.89367.fwd","PATRIC","CDS",89221,89367,147,"+",,"PLF_561_00000062","PGF_08225224",,48,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4408",,,"PATRIC.562.123410.562.123410.con.0019.CDS.89360.90544.fwd","PATRIC","CDS",89360,90544,1185,"+",,"PLF_561_00000470","PGF_03376119",,394,,"Uncharacterized MFS-type transporter STM2812",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4409",,,"PATRIC.562.123410.562.123410.con.0019.CDS.90668.91405.fwd","PATRIC","CDS",90668,91405,738,"+",,"PLF_561_00001955","PGF_00412741",,245,,"Inner membrane protein YgaZ",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4410",,,"PATRIC.562.123410.562.123410.con.0019.CDS.91395.91730.fwd","PATRIC","CDS",91395,91730,336,"+",,"PLF_561_00001708","PGF_00412755",,111,,"Uncharacterized protein YgaH",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4411",,,"PATRIC.562.123410.562.123410.con.0019.CDS.91821.92351.fwd","PATRIC","CDS",91821,92351,531,"+",,"PLF_561_00002529","PGF_00060255",,176,,"Multidrug resistance regulator EmrR (MprA)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4412",,,"PATRIC.562.123410.562.123410.con.0019.CDS.92478.93650.fwd","PATRIC","CDS",92478,93650,1173,"+",,"PLF_561_00001443","PGF_00454030",,390,,"Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4413",,,"PATRIC.562.123410.562.123410.con.0019.CDS.93667.95205.fwd","PATRIC","CDS",93667,95205,1539,"+",,"PLF_561_00000752","PGF_01114144",,512,,"Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4414",,,"PATRIC.562.123410.562.123410.con.0019.CDS.95243.95410.rev","PATRIC","CDS",95243,95410,168,"-",,"PLF_561_00010896","PGF_01624787",,55,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4415",,,"PATRIC.562.123410.562.123410.con.0019.CDS.95463.96170.fwd","PATRIC","CDS",95463,96170,708,"+",,"PLF_561_00005045","PGF_08225224",,235,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4416",,,"PATRIC.562.123410.562.123410.con.0019.CDS.96167.97279.fwd","PATRIC","CDS",96167,97279,1113,"+",,"PLF_561_00005397","PGF_08225224",,370,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4417",,,"PATRIC.562.123410.562.123410.con.0019.CDS.97330.97845.rev","PATRIC","CDS",97330,97845,516,"-",,"PLF_561_00001776","PGF_00049433",,171,,"S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS","GO:0043768|S-ribosylhomocysteine lyase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4418",,,"PATRIC.562.123410.562.123410.con.0019.CDS.97996.99552.rev","PATRIC","CDS",97996,99552,1557,"-",,"PLF_561_00002094","PGF_00008159",,518,,"Glutamate--cysteine ligase (EC 6.3.2.2)","GO:0004357|glutamate-cysteine ligase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4301",,,"PATRIC.562.123410.562.123410.con.0019.CDS.9872.10237.fwd","PATRIC","CDS",9872,10237,366,"+",,"PLF_561_00002799","PGF_00098631",,121,,"Uncharacterized protein YfiL",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0019","fig|562.123410.peg.4419",,,"PATRIC.562.123410.562.123410.con.0019.CDS.99625.100053.rev","PATRIC","CDS",99625,100053,429,"-",,"PLF_561_00000418","PGF_00014199",,142,,"Inner membrane protein YqaA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4422",,,"PATRIC.562.123410.562.123410.con.0020.CDS.1044.1238.fwd","PATRIC","CDS",1044,1238,195,"+",,"PLF_561_00010382","PGF_08225224",,64,,"FIG00638239: hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4430",,,"PATRIC.562.123410.562.123410.con.0020.CDS.10530.11255.rev","PATRIC","CDS",10530,11255,726,"-",,"PLF_561_00000199","PGF_00417435",,241,,"Chaperone protein FimC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4431",,,"PATRIC.562.123410.562.123410.con.0020.CDS.11292.11846.rev","PATRIC","CDS",11292,11846,555,"-",,"PLF_561_00003455","PGF_00005236",,184,,"Fimbrin-like protein FimI",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4432",,,"PATRIC.562.123410.562.123410.con.0020.CDS.11896.12444.rev","PATRIC","CDS",11896,12444,549,"-",,"PLF_561_00000413","PGF_02911992",,182,,"Type-1 fimbrial protein, A chain",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4423",,,"PATRIC.562.123410.562.123410.con.0020.CDS.1260.2720.rev","PATRIC","CDS",1260,2720,1461,"-",,"PLF_561_00001259","PGF_05151036",,486,,"D-mannonate oxidoreductase (EC 1.1.1.57)","GO:0008866|fructuronate reductase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4433",,,"PATRIC.562.123410.562.123410.con.0020.CDS.12924.13520.rev","PATRIC","CDS",12924,13520,597,"-",,"PLF_561_00003360","PGF_00063160",,198,,"Type 1 fimbriae regulatory protein FimE",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4434",,,"PATRIC.562.123410.562.123410.con.0020.CDS.13998.14600.rev","PATRIC","CDS",13998,14600,603,"-",,"PLF_561_00003466","PGF_00063159",,200,,"Type 1 fimbriae regulatory protein FimB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4435",,,"PATRIC.562.123410.562.123410.con.0020.CDS.14861.15256.fwd","PATRIC","CDS",14861,15256,396,"+",,,"PGF_01635965",,131,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4436",,,"PATRIC.562.123410.562.123410.con.0020.CDS.15253.15414.fwd","PATRIC","CDS",15253,15414,162,"+",,"PLF_561_00004116","PGF_00345477",,53,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4437",,,"PATRIC.562.123410.562.123410.con.0020.CDS.16054.16770.fwd","PATRIC","CDS",16054,16770,717,"+",,"PLF_561_00000159","PGF_00023927",,238,,"N-acetylneuraminic acid outer membrane channel protein NanC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4438",,,"PATRIC.562.123410.562.123410.con.0020.CDS.16790.17896.fwd","PATRIC","CDS",16790,17896,1107,"+",,"PLF_561_00000147","PGF_03027834",,368,,"N-acetylneuraminate epimerase (EC 5.1.3.24)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4439",,,"PATRIC.562.123410.562.123410.con.0020.CDS.17960.18940.fwd","PATRIC","CDS",17960,18940,981,"+",,"PLF_561_00003469","PGF_00036713",,326,,"Probable 9-O-acetyl-N-acetylneuraminic acid deacetylase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4440",,,"PATRIC.562.123410.562.123410.con.0020.CDS.19523.20659.rev","PATRIC","CDS",19523,20659,1137,"-",,"PLF_561_00005453","PGF_00044300",,378,,"Putative superfamily I DNA helicases",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4441",,,"PATRIC.562.123410.562.123410.con.0020.CDS.20881.21126.fwd","PATRIC","CDS",20881,21126,246,"+",,"PLF_561_00006080","PGF_00377560",,81,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4442",,,"PATRIC.562.123410.562.123410.con.0020.CDS.21135.21245.fwd","PATRIC","CDS",21135,21245,111,"+",,,"PGF_10550491",,36,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4443",,,"PATRIC.562.123410.562.123410.con.0020.CDS.21503.21760.fwd","PATRIC","CDS",21503,21760,258,"+",,"PLF_561_00005497","PGF_07256821",,85,,"UPF0386 protein YjhX",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4444",,,"PATRIC.562.123410.562.123410.con.0020.CDS.21772.22323.fwd","PATRIC","CDS",21772,22323,552,"+",,"PLF_561_00005691","PGF_10420503",,183,,"Acetyltransferase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4445",,,"PATRIC.562.123410.562.123410.con.0020.CDS.22375.23121.fwd","PATRIC","CDS",22375,23121,747,"+",,"PLF_561_00005444","PGF_06788576",,248,,"SAM-dependent methyltransferase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4446",,,"PATRIC.562.123410.562.123410.con.0020.CDS.23249.23509.fwd","PATRIC","CDS",23249,23509,261,"+",,"PLF_561_00007110","PGF_00067694",,86,,"Zn-finger protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4447",,,"PATRIC.562.123410.562.123410.con.0020.CDS.23908.25029.fwd","PATRIC","CDS",23908,25029,1122,"+",,"PLF_561_00005675","PGF_00043933",,373,,"Putative sgc region protein sgcX",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4448",,,"PATRIC.562.123410.562.123410.con.0020.CDS.25026.25304.fwd","PATRIC","CDS",25026,25304,279,"+",,"PLF_561_00005692","PGF_00043272",,92,,"PTS system, IIB component",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4449",,,"PATRIC.562.123410.562.123410.con.0020.CDS.25316.26629.fwd","PATRIC","CDS",25316,26629,1314,"+",,"PLF_561_00005698","PGF_00298987",,437,,"PTS system, IIC component",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4450",,,"PATRIC.562.123410.562.123410.con.0020.CDS.26642.27448.fwd","PATRIC","CDS",26642,27448,807,"+",,"PLF_561_00005680","PGF_09166173",,268,,"Uncharacterized protein STM1615",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4421",,,"PATRIC.562.123410.562.123410.con.0020.CDS.272.1045.rev","PATRIC","CDS",272,1045,774,"-",,"PLF_561_00002153","PGF_00066371",,257,,"Uxu operon transcriptional regulator",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4451",,,"PATRIC.562.123410.562.123410.con.0020.CDS.27579.28010.fwd","PATRIC","CDS",27579,28010,432,"+",,"PLF_561_00005683","PGF_00929663",,143,,"PTS system, IIA component",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4424",,,"PATRIC.562.123410.562.123410.con.0020.CDS.2801.3985.rev","PATRIC","CDS",2801,3985,1185,"-",,"PLF_561_00001075","PGF_06985891",,394,,"Mannonate dehydratase (EC 4.2.1.8)","GO:0008927|mannonate dehydratase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4452",,,"PATRIC.562.123410.562.123410.con.0020.CDS.28022.28654.fwd","PATRIC","CDS",28022,28654,633,"+",,"PLF_561_00005697","PGF_00038624",,210,,"Protein sgcE (EC 5.1.3.-)","GO:0036373|L-fucose mutarotase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4453",,,"PATRIC.562.123410.562.123410.con.0020.CDS.28671.29453.fwd","PATRIC","CDS",28671,29453,783,"+",,"PLF_561_00005668","PGF_00043541",,260,,"Putative sgc region transcriptional regulator",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4454",,,"PATRIC.562.123410.562.123410.con.0020.CDS.29756.30544.fwd","PATRIC","CDS",29756,30544,789,"+",,"PLF_561_00005702","PGF_03140252",,262,,"Uncharacterized HTH-type transcriptional regulator YjhI, IclR family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4455",,,"PATRIC.562.123410.562.123410.con.0020.CDS.30549.31454.fwd","PATRIC","CDS",30549,31454,906,"+",,"PLF_561_00005721","PGF_00064794",,301,,"Uncharacterized lyase YjhH",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4456",,,"PATRIC.562.123410.562.123410.con.0020.CDS.31465.33432.fwd","PATRIC","CDS",31465,33432,1968,"+",,"PLF_561_00005717","PGF_00406704",,655,,"Uncharacterized dehydratase YjhG",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4457",,,"PATRIC.562.123410.562.123410.con.0020.CDS.33539.34888.fwd","PATRIC","CDS",33539,34888,1350,"+",,"PLF_561_00005714","PGF_00007881",,449,,"Gluconate permease, Bsu4004 homolog",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4458",,,"PATRIC.562.123410.562.123410.con.0020.CDS.35075.35197.fwd","PATRIC","CDS",35075,35197,123,"+",,"PLF_561_00005807","PGF_00391685",,40,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4459",,,"PATRIC.562.123410.562.123410.con.0020.CDS.35235.36221.fwd","PATRIC","CDS",35235,36221,987,"+",,"PLF_561_00005726","PGF_02969772",,328,,"Uncharacterized transcriptional regulator YjhU, SorC family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4460",,,"PATRIC.562.123410.562.123410.con.0020.CDS.36262.37266.rev","PATRIC","CDS",36262,37266,1005,"-",,"PLF_561_00040242","PGF_00016212",,334,,"Sugar:proton symporter",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4461",,,"PATRIC.562.123410.562.123410.con.0020.CDS.37370.38011.rev","PATRIC","CDS",37370,38011,642,"-",,"PLF_561_00005872","PGF_00016118",,213,,"L-fuculose phosphate aldolase (EC 4.1.2.17)","GO:0008738|L-fuculose-phosphate aldolase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4462",,,"PATRIC.562.123410.562.123410.con.0020.CDS.38042.39157.rev","PATRIC","CDS",38042,39157,1116,"-",,"PLF_561_00006045","PGF_03375688",,371,,"S-methyl-5-thioribose-1-phosphate isomerase (EC 5.3.1.23)","GO:0046523|S-methyl-5-thioribose-1-phosphate isomerase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4463",,,"PATRIC.562.123410.562.123410.con.0020.CDS.39167.40426.rev","PATRIC","CDS",39167,40426,1260,"-",,"PLF_561_00006069","PGF_00426782",,419,,"5-methylthioribose kinase (EC 2.7.1.100)","GO:0046522|S-methyl-5-thioribose kinase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4464",,,"PATRIC.562.123410.562.123410.con.0020.CDS.41226.41480.fwd","PATRIC","CDS",41226,41480,255,"+",,"PLF_561_00020639","PGF_08225224",,84,,"Beta-1,3-glucosyltransferase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0020","fig|562.123410.peg.4465",,,"PATRIC.562.123410.562.123410.con.0020.CDS.41745.41879.rev","PATRIC","CDS",41745,41879,135,"-",,"PLF_561_00010551","PGF_01624655",,44,,"hypothetical protein",
