Family ID,Proteins,Genomes,Description,Min AA Length,Max AA Length,Mean,Std Dev
PGF_12780259,1,1,"hypothetical protein",408,408,408,0
PGF_00860533,2,1,"hypothetical protein",52,52,52,0
PGF_08071660,1,1,"hypothetical protein",43,43,43,0
PGF_00337483,1,1,"hypothetical protein",602,602,602,0
PGF_07493733,1,1,"hypothetical protein",472,472,472,0
PGF_00292347,1,1,"hypothetical protein",296,296,296,0
PGF_00036332,1,1,"Predicted sodium-dependent mannose transporter",631,631,631,0
PGF_08146198,1,1,"hypothetical protein",57,57,57,0
PGF_08254392,1,1,"hypothetical protein",129,129,129,0
PGF_04031862,1,1,"hypothetical protein",490,490,490,0
PGF_07481780,1,1,"hypothetical protein",75,75,75,0
PGF_07681523,2,1,"hypothetical protein",40,56,48,8
PGF_07734751,1,1,"hypothetical protein",289,289,289,0
PGF_00853968,1,1,"hypothetical protein",325,325,325,0
PGF_07563428,1,1,"hypothetical protein",179,179,179,0
PGF_00863701,1,1,"hypothetical protein",106,106,106,0
PGF_08118569,1,1,"hypothetical protein",89,89,89,0
PGF_00863293,1,1,"hypothetical protein",1001,1001,1001,0
PGF_07670069,1,1,"hypothetical protein",364,364,364,0
PGF_00896132,1,1,"hypothetical protein",146,146,146,0
PGF_00143806,1,1,"hypothetical protein",146,146,146,0
PGF_08173489,1,1,"hypothetical protein",46,46,46,0
PGF_08059492,1,1,"hypothetical protein",52,52,52,0
PGF_00852876,1,1,"hypothetical protein",101,101,101,0
PGF_00184480,1,1,"hypothetical protein",154,154,154,0
PGF_00896039,1,1,"hypothetical protein",66,66,66,0
PGF_00895967,1,1,"hypothetical protein",163,163,163,0
PGF_00139292,1,1,"hypothetical protein",191,191,191,0
PGF_00854793,1,1,"hypothetical protein",78,78,78,0
PGF_00155875,1,1,"hypothetical protein",128,128,128,0
PGF_00942063,1,1,"hypothetical protein",148,148,148,0
PGF_02736318,1,1,"hypothetical protein",101,101,101,0
PGF_08166786,1,1,"hypothetical protein",45,45,45,0
PGF_00875584,1,1,"hypothetical protein",157,157,157,0
PGF_06149749,1,1,"hypothetical protein",89,89,89,0
PGF_10614932,1,1,"hypothetical protein",55,55,55,0
PGF_07566370,1,1,"hypothetical protein",60,60,60,0
PGF_00852431,1,1,"hypothetical protein",62,62,62,0
PGF_00891849,1,1,"hypothetical protein",170,170,170,0
PGF_00896023,1,1,"hypothetical protein",97,97,97,0
PGF_08153121,1,1,"hypothetical protein",92,92,92,0
PGF_00884969,1,1,"hypothetical protein",78,78,78,0
PGF_03982345,1,1,"hypothetical protein",118,118,118,0
PGF_06973003,1,1,"hypothetical protein",73,73,73,0
PGF_00882052,1,1,"hypothetical protein",66,66,66,0
PGF_00852911,1,1,"hypothetical protein",64,64,64,0
PGF_00853295,1,1,"hypothetical protein",66,66,66,0
PGF_00857826,1,1,"hypothetical protein",68,68,68,0
PGF_00854633,1,1,"hypothetical protein",75,75,75,0
PGF_00863849,1,1,"hypothetical protein",75,75,75,0
PGF_03129121,1,1,"hypothetical protein",74,74,74,0
PGF_07568670,1,1,"hypothetical protein",47,47,47,0
PGF_08082124,1,1,"hypothetical protein",38,38,38,0
PGF_00897744,1,1,"hypothetical protein",328,328,328,0
PGF_07518871,1,1,"hypothetical protein",48,48,48,0
PGF_00853617,1,1,"hypothetical protein",67,67,67,0
PGF_00217055,1,1,"hypothetical protein",42,42,42,0
PGF_00857100,2,1,"hypothetical protein",46,46,46,0
PGF_00855605,1,1,"hypothetical protein",44,44,44,0
PGF_00351545,1,1,"hypothetical protein",39,39,39,0
PGF_00118712,1,1,"hypothetical protein",179,179,179,0
PGF_00358636,1,1,"hypothetical protein",131,131,131,0
PGF_00855451,1,1,"hypothetical protein",160,160,160,0
PGF_00856654,1,1,"hypothetical protein",248,248,248,0
PGF_07697575,1,1,"hypothetical protein",39,39,39,0
PGF_00857046,1,1,"hypothetical protein",39,39,39,0
PGF_07715709,1,1,"hypothetical protein",98,98,98,0
PGF_07561385,1,1,"hypothetical protein",38,38,38,0
PGF_03126314,2,2,"hypothetical protein",74,74,74,0
PGF_00370960,1,1,"hypothetical protein",240,240,240,0
PGF_02930291,1,1,"COG2102: Predicted ATPases of PP-loop superfamily",237,237,237,0
PGF_00405804,1,1,"putative DNA primase",753,753,753,0
PGF_00263639,1,1,"hypothetical protein",58,58,58,0
PGF_00082338,1,1,"hypothetical protein",138,138,138,0
PGF_00355697,1,1,"hypothetical protein",84,84,84,0
PGF_00117995,1,1,"hypothetical protein",207,207,207,0
PGF_08075880,1,1,"hypothetical protein",38,38,38,0
PGF_00108719,1,1,"hypothetical protein",147,147,147,0
PGF_10426054,1,1,"hypothetical protein",261,261,261,0
PGF_06142154,1,1,"hypothetical protein",93,93,93,0
PGF_00856839,1,1,"hypothetical protein",46,46,46,0
PGF_08190161,1,1,"hypothetical protein",45,45,45,0
PGF_00856835,1,1,"hypothetical protein",85,85,85,0
PGF_08115546,1,1,"hypothetical protein",42,42,42,0
PGF_00203492,1,1,"hypothetical protein",96,96,96,0
PGF_00226665,1,1,"hypothetical protein",124,124,124,0
PGF_00161091,1,1,"hypothetical protein",137,137,137,0
PGF_00252194,1,1,"hypothetical protein",138,138,138,0
PGF_00857924,1,1,"hypothetical protein",39,39,39,0
PGF_00864211,1,1,"hypothetical protein",39,39,39,0
PGF_10516170,2,1,"hypothetical protein",46,46,46,0
PGF_10375694,1,1,"hypothetical protein",40,40,40,0
PGF_02733882,1,1,"hypothetical protein",47,47,47,0
PGF_00857718,1,1,"hypothetical protein",55,55,55,0
PGF_10308342,1,1,"hypothetical protein",48,48,48,0
PGF_10391063,1,1,"hypothetical protein",49,49,49,0
PGF_00294160,1,1,"hypothetical protein",100,100,100,0
PGF_00047434,1,1,"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",547,547,547,0
PGF_07553668,1,1,"hypothetical protein",304,304,304,0
PGF_00862484,1,1,"hypothetical protein",121,121,121,0
PGF_00861798,1,1,"hypothetical protein",162,162,162,0
PGF_10353247,1,1,"hypothetical protein",539,539,539,0
PGF_07742156,1,1,"hypothetical protein",114,114,114,0
PGF_00860976,1,1,"hypothetical protein",52,52,52,0
PGF_07456230,1,1,"hypothetical protein",37,37,37,0
PGF_00323458,3,2,"hypothetical protein",503,516,510.3333333333333,5.436502143433364
PGF_08172421,1,1,"hypothetical protein",48,48,48,0
PGF_07630088,1,1,"hypothetical protein",126,126,126,0
PGF_07650060,1,1,"hypothetical protein",40,40,40,0
PGF_07500111,1,1,"hypothetical protein",325,325,325,0
PGF_02735067,1,1,"hypothetical protein",222,222,222,0
PGF_00300424,1,1,"hypothetical protein",371,371,371,0
PGF_04007498,1,1,"hypothetical protein",50,50,50,0
PGF_07466016,1,1,"hypothetical protein",135,135,135,0
PGF_06914445,1,1,"hypothetical protein",413,413,413,0
PGF_08228100,1,1,"hypothetical protein",201,201,201,0
PGF_07483917,1,1,"hypothetical protein",45,45,45,0
PGF_00861795,1,1,"hypothetical protein",168,168,168,0
PGF_08146872,1,1,"hypothetical protein",499,499,499,0
PGF_07541880,1,1,"hypothetical protein",134,134,134,0
PGF_07633111,1,1,"hypothetical protein",41,41,41,0
PGF_07654428,1,1,"hypothetical protein",302,302,302,0
PGF_00180857,1,1,"hypothetical protein",1045,1045,1045,0
PGF_08044153,1,1,"hypothetical protein",51,51,51,0
PGF_07767276,1,1,"hypothetical protein",107,107,107,0
PGF_00857112,1,1,"hypothetical protein",44,44,44,0
PGF_07446531,1,1,"hypothetical protein",41,41,41,0
PGF_08117904,1,1,"hypothetical protein",233,233,233,0
PGF_07707977,1,1,"hypothetical protein",44,44,44,0
PGF_00861796,1,1,"hypothetical protein",364,364,364,0
PGF_00854362,1,1,"hypothetical protein",352,352,352,0
PGF_00858966,1,1,"hypothetical protein",378,378,378,0
PGF_00855655,1,1,"hypothetical protein",294,294,294,0
PGF_07555855,1,1,"hypothetical protein",202,202,202,0
PGF_08051872,1,1,"hypothetical protein",108,108,108,0
PGF_08180301,1,1,"hypothetical protein",305,305,305,0
PGF_12728141,1,1,"Putative stress-responsive transcriptional regulator",66,66,66,0
PGF_00170593,4,3,"hypothetical protein",90,824,503.5,264.9363131018472
PGF_12686677,1,1,"Two-component system sensor histidine kinase",455,455,455,0
PGF_00860965,1,1,"hypothetical protein",229,229,229,0
PGF_07698685,1,1,"hypothetical protein",51,51,51,0
PGF_07664358,1,1,"hypothetical protein",331,331,331,0
PGF_08060400,1,1,"hypothetical protein",43,43,43,0
PGF_00098889,1,1,"hypothetical protein",341,341,341,0
PGF_07479566,1,1,"hypothetical protein",40,40,40,0
PGF_08067550,1,1,"hypothetical protein",44,44,44,0
PGF_12725151,2,2,"hypothetical protein",796,797,796.5,0.5
PGF_07503641,1,1,"hypothetical protein",62,62,62,0
PGF_00863295,1,1,"hypothetical protein",328,328,328,0
PGF_00863296,1,1,"hypothetical protein",631,631,631,0
PGF_07620016,1,1,"hypothetical protein",47,47,47,0
PGF_07720422,1,1,"hypothetical protein",37,37,37,0
PGF_07545917,1,1,"hypothetical protein",42,42,42,0
PGF_08077924,1,1,"hypothetical protein",39,39,39,0
PGF_08102780,2,1,"hypothetical protein",41,84,62.5,21.5
PGF_07592323,3,1,"hypothetical protein",38,38,38,0
PGF_00155049,2,2,"hypothetical protein",57,91,74,17
PGF_08093562,1,1,"hypothetical protein",92,92,92,0
PGF_00871127,1,1,"hypothetical protein",69,69,69,0
PGF_00858112,1,1,"hypothetical protein",111,111,111,0
PGF_00858111,1,1,"hypothetical protein",79,79,79,0
PGF_00858113,1,1,"hypothetical protein",81,81,81,0
PGF_00858114,1,1,"hypothetical protein",72,72,72,0
PGF_00129032,1,1,"hypothetical protein",114,114,114,0
PGF_04016716,1,1,"hypothetical protein",37,37,37,0
PGF_00855709,1,1,"hypothetical protein",249,249,249,0
PGF_05781448,2,1,"hypothetical protein",150,159,154.5,4.5
PGF_10357813,1,1,"hypothetical protein",232,232,232,0
PGF_00017111,1,1,"Lipid-A-disaccharide synthase (EC 2.4.1.182)",209,209,209,0
PGF_00423744,1,1,"Dolichol-phosphate mannosyltransferase (EC 2.4.1.83)",243,243,243,0
PGF_00863413,1,1,"hypothetical protein",369,369,369,0
PGF_01221956,1,1,"hypothetical protein",313,313,313,0
PGF_00861188,1,1,"hypothetical protein",42,42,42,0
PGF_07666534,1,1,"hypothetical protein",38,38,38,0
PGF_07717274,1,1,"hypothetical protein",569,569,569,0
PGF_00071837,1,1,"glycosyl hydrolase 53",347,347,347,0
PGF_08220014,1,1,"hypothetical protein",51,51,51,0
PGF_08276248,1,1,"hypothetical protein",127,127,127,0
PGF_07521754,1,1,"hypothetical protein",63,63,63,0
PGF_00857698,1,1,"hypothetical protein",199,199,199,0
PGF_00910295,1,1,"hypothetical protein",353,353,353,0
PGF_07558824,1,1,"hypothetical protein",112,112,112,0
PGF_00860405,1,1,"hypothetical protein",60,60,60,0
PGF_07508109,1,1,"hypothetical protein",37,37,37,0
PGF_12740423,10,1,"hypothetical protein",44,105,77,14.373586887064759
PGF_08198560,1,1,"hypothetical protein",374,374,374,0
PGF_00857919,1,1,"hypothetical protein",50,50,50,0
PGF_00874369,1,1,"hypothetical protein",342,342,342,0
PGF_00861183,1,1,"hypothetical protein",347,347,347,0
PGF_00106662,1,1,"hypothetical protein",51,51,51,0
PGF_07638654,2,1,"hypothetical protein",355,355,355,0
PGF_00861446,1,1,"hypothetical protein",345,345,345,0
PGF_00860506,2,1,"hypothetical protein",55,55,55,0
PGF_08122163,2,1,"hypothetical protein",334,334,334,0
PGF_00935927,1,1,"hypothetical protein",385,385,385,0
PGF_00854428,1,1,"hypothetical protein",328,328,328,0
PGF_10499190,1,1,"hypothetical protein",330,330,330,0
PGF_03066451,1,1,"hypothetical protein",75,75,75,0
PGF_00368432,1,1,"hypothetical protein",352,352,352,0
PGF_03987941,1,1,"hypothetical protein",349,349,349,0
PGF_02010646,1,1,"hypothetical protein",165,165,165,0
PGF_04201637,1,1,"hypothetical protein",116,116,116,0
PGF_02010549,1,1,"hypothetical protein",162,162,162,0
PGF_02042648,1,1,"hypothetical protein",60,60,60,0
PGF_02011041,1,1,"TPR repeat protein",222,222,222,0
PGF_02011374,1,1,"hypothetical protein",265,265,265,0
PGF_02013124,1,1,"hypothetical protein",40,40,40,0
PGF_02011695,1,1,"Putative membrane-spanning protein",514,514,514,0
PGF_02011132,1,1,"hypothetical protein",206,206,206,0
PGF_06725707,1,1,"hypothetical protein",276,276,276,0
PGF_04015026,1,1,"hypothetical protein",47,47,47,0
PGF_10411431,1,1,"hypothetical protein",198,198,198,0
PGF_02011588,1,1,"hypothetical protein",61,61,61,0
PGF_02016613,1,1,"hypothetical protein",61,61,61,0
PGF_00338401,1,1,"hypothetical protein",346,346,346,0
PGF_02010989,1,1,"FIG00745386: hypothetical protein",167,167,167,0
PGF_02010984,1,1,"FIG00742723: hypothetical protein",295,295,295,0
PGF_02011827,1,1,"hypothetical protein",46,46,46,0
PGF_02011375,1,1,"hypothetical protein",201,201,201,0
PGF_02020162,1,1,"hypothetical protein",67,67,67,0
PGF_00086793,1,1,"hypothetical protein",143,143,143,0
PGF_02011295,1,1,"hypothetical protein",94,94,94,0
PGF_02012108,1,1,"hypothetical protein",73,73,73,0
PGF_00055682,1,1,"TPR-repeat-containing protein, putative component of Menaquinone-cytochrome C reductase",418,418,418,0
PGF_00410563,2,1,"putative secreted protein",89,213,151,62
PGF_02011168,1,1,"putative secreted protein",151,151,151,0
PGF_02013210,1,1,"hypothetical protein",124,124,124,0
PGF_02011169,1,1,"putative secreted protein",228,228,228,0
PGF_10320702,1,1,"Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)",643,643,643,0
PGF_02010976,1,1,"Cytoplasmic copper homeostasis protein cutC",187,187,187,0
PGF_02011034,1,1,"Putative membrane-spanning protein",117,117,117,0
PGF_02011161,1,1,"phage shock protein C, PspC",112,112,112,0
PGF_02010972,1,1,"Cell division protein FtsL",118,118,118,0
PGF_02011097,1,1,"hypothetical protein",60,60,60,0
PGF_02011029,1,1,"Putative membrane-spanning protein",101,101,101,0
PGF_02011297,1,1,"hypothetical protein",153,153,153,0
PGF_00212920,1,1,"Bacteriocin immunity protein",119,119,119,0
PGF_02010986,1,1,"FIG00743012: hypothetical protein",160,160,160,0
PGF_03985277,1,1,"hypothetical protein",101,101,101,0
PGF_10561653,2,1,"hypothetical protein",381,404,392.5,11.5
PGF_02011748,1,1,"hypothetical protein",157,157,157,0
PGF_02011107,1,1,"hypothetical protein",110,110,110,0
PGF_02011104,1,1,"hypothetical protein",85,85,85,0
PGF_02011589,1,1,"hypothetical protein",45,45,45,0
PGF_02010500,1,1,"Predicted membrane ancor connecting MutS2 with cell-division Z-ring",141,141,141,0
PGF_02010974,1,1,"hypothetical protein",77,77,77,0
PGF_02011591,1,1,"hypothetical protein",67,67,67,0
PGF_02011108,1,1,"hypothetical protein",125,125,125,0
PGF_02011145,1,1,"hypothetical protein",98,98,98,0
PGF_02011148,1,1,"hypothetical protein",38,38,38,0
PGF_03811393,1,1,"hypothetical protein",296,296,296,0
PGF_02011134,1,1,"hypothetical protein",109,109,109,0
PGF_00390938,1,1,"hypothetical protein",407,407,407,0
PGF_02027185,1,1,"hypothetical protein",76,76,76,0
PGF_02010985,1,1,"FIG00742815: hypothetical protein",73,73,73,0
PGF_04456556,1,1,"hypothetical protein",213,213,213,0
PGF_02011443,1,1,"hypothetical protein",94,94,94,0
PGF_03067267,1,1,"FIG042801: CBS domain containing protein",154,154,154,0
PGF_02010617,1,1,"hypothetical protein",221,221,221,0
PGF_00741463,1,1,"Hypothetical protein SAV1845",114,114,114,0
PGF_00118688,1,1,"hypothetical protein",92,92,92,0
PGF_12758485,1,1,"Helicase loader DnaB",448,448,448,0
PGF_02011393,1,1,"hypothetical protein",331,331,331,0
PGF_02011049,1,1,"Dimeric dUTPase (EC 3.6.1.23)",150,150,150,0
PGF_02011028,1,1,"Putative membrane-spanning protein",601,601,601,0
PGF_02011157,1,1,"hypothetical protein, lipoprotein",274,274,274,0
PGF_02010982,1,1,"Endo-1,4-beta-xylanase( EC:3.2.1.8 )",273,273,273,0
PGF_02011032,1,1,"Putative membrane-spanning protein",113,113,113,0
PGF_02011515,1,1,"hypothetical protein",79,79,79,0
PGF_12854500,1,1,"hypothetical protein",313,313,313,0
PGF_00181036,4,1,"hypothetical protein",68,118,92,24.041630560342615
PGF_00744363,1,1,"hypothetical protein",195,195,195,0
PGF_04720987,1,1,"hypothetical protein",41,41,41,0
PGF_02010101,1,1,"hypothetical protein",197,197,197,0
PGF_02011394,1,1,"hypothetical protein",130,130,130,0
PGF_00160790,1,1,"hypothetical protein",149,149,149,0
PGF_02010677,1,1,"hypothetical protein",305,305,305,0
PGF_02007398,1,1,"Periplasmic component of efflux system",357,357,357,0
PGF_02041423,1,1,"hypothetical protein",33,33,33,0
PGF_00418500,1,1,"Cof protein:HAD-superfamily hydrolase subfamily IIB",277,277,277,0
PGF_02011076,1,1,"hypothetical protein",295,295,295,0
PGF_07485509,1,1,"Diguanylate cyclase",391,391,391,0
PGF_08078288,1,1,"hypothetical protein",185,185,185,0
PGF_00019898,1,1,"Membrane protein",486,486,486,0
PGF_00191535,1,1,"hypothetical protein",523,523,523,0
PGF_00009593,1,1,"Uncharacterized glycosyltransferase YdaM",415,415,415,0
PGF_02012833,1,1,"hypothetical protein",286,286,286,0
PGF_02014266,1,1,"hypothetical protein",248,248,248,0
PGF_01581842,1,1,"Rhodanese domain protein / Ankyrin",108,108,108,0
PGF_00042084,1,1,"Putative membrane-spanning protein",201,201,201,0
PGF_02011048,1,1,"Xylose activator XylR (AraC family)",278,278,278,0
PGF_02011188,1,1,"hypothetical protein",298,298,298,0
PGF_02011296,1,1,"hypothetical protein",175,175,175,0
PGF_00067378,1,1,"Putative esterase YitV",257,257,257,0
PGF_02011027,1,1,"Putative membrane-spanning protein",302,302,302,0
PGF_06801457,1,1,"4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase",196,196,196,0
PGF_00071503,1,1,"galacturonosyl transferase",365,365,365,0
PGF_00132287,1,1,"hypothetical protein",382,382,382,0
PGF_02015811,1,1,"Glycosyltransferase involved in cell wall biogenesis-like",295,295,295,0
PGF_02017773,1,1,"hypothetical protein",363,363,363,0
PGF_00260743,1,1,"hypothetical protein",510,510,510,0
PGF_02338698,1,1,"Nucleotide sugar epimerase",359,359,359,0
PGF_10481989,3,1,"hypothetical protein",85,386,285.3333333333333,141.65764677167587
PGF_02013759,1,1,"Putative membrane-spanning protein",52,52,52,0
PGF_02011009,1,1,"Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140",175,175,175,0
PGF_02011234,1,1,"hypothetical protein",269,269,269,0
PGF_02011142,1,1,"hypothetical protein",40,40,40,0
PGF_02010996,1,1,"Histone acetyltransferase HPA2 and related acetyltransferases",170,170,170,0
PGF_02013413,1,1,"hypothetical protein",245,245,245,0
PGF_00259674,1,1,"hypothetical protein",173,173,173,0
PGF_02011526,1,1,"hypothetical protein",66,66,66,0
PGF_02011408,1,1,"hypothetical protein",77,77,77,0
PGF_02008816,2,1,"hypothetical protein",67,69,68,1
PGF_02011133,1,1,"hypothetical protein",85,85,85,0
PGF_02010678,1,1,"hypothetical protein",67,67,67,0
PGF_02012663,1,1,"hypothetical protein",297,297,297,0
PGF_03124392,1,1,"Putative polysaccharide deacetylase YxkH",266,266,266,0
PGF_02011077,1,1,"hypothetical protein",169,169,169,0
PGF_02011189,1,1,"hypothetical protein",268,268,268,0
PGF_00263630,1,1,"hypothetical protein",108,108,108,0
PGF_02011235,1,1,"hypothetical protein",188,188,188,0
PGF_02011007,1,1,"Acetyltransferase, GNAT family",186,186,186,0
PGF_00041596,1,1,"Putative inner membrane protein",340,340,340,0
PGF_07497686,1,1,"Antitoxin DinJ (binds YafQ toxin)",98,98,98,0
PGF_02019320,1,1,"hypothetical protein",42,42,42,0
PGF_07667479,1,1,"hypothetical protein",66,66,66,0
PGF_02011042,1,1,"Transcriptional regulator",149,149,149,0
PGF_02020297,1,1,"hypothetical protein",209,209,209,0
PGF_02011039,1,1,"SA_27: YycH protein",445,445,445,0
PGF_00038677,1,1,"Protein translocase subunit SecY clustered with accessory secretion system",409,409,409,0
PGF_04891392,1,1,"hypothetical protein",41,41,41,0
PGF_12778582,1,1,"hypothetical protein",118,118,118,0
PGF_02011808,1,1,"hypothetical protein",58,58,58,0
PGF_01093400,1,1,"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines) / ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)",485,485,485,0
PGF_02016398,1,1,"hypothetical protein",161,161,161,0
PGF_02011073,1,1,"hypothetical protein",233,233,233,0
PGF_10401495,1,1,"fructose response regulator of fruA and EII fructose/mannose",220,220,220,0
PGF_02011186,1,1,"hypothetical protein",330,330,330,0
PGF_00406172,1,1,"putative Zn-dependent protease",183,183,183,0
PGF_00848591,1,1,"hypothetical protein",449,449,449,0
PGF_02011741,1,1,"hypothetical protein",40,40,40,0
PGF_02011687,1,1,"N-acetylglucosaminyltransferase",338,338,338,0
PGF_02011088,1,1,"hypothetical protein",165,165,165,0
PGF_02011158,1,1,"membrane protein-like protein",201,201,201,0
PGF_02011238,1,1,"hypothetical protein",321,321,321,0
PGF_12683771,1,1,"hypothetical protein",65,65,65,0
PGF_02011376,1,1,"hypothetical protein",103,103,103,0
PGF_01000716,1,1,"hypothetical protein",90,90,90,0
PGF_02011087,1,1,"hypothetical protein",277,277,277,0
PGF_02011294,1,1,"hypothetical protein",174,174,174,0
PGF_02009987,1,1,"hypothetical protein",78,78,78,0
PGF_10477340,1,1,"hypothetical protein",282,282,282,0
PGF_10302371,1,1,"Transcriptional regulator, AcrR family",215,215,215,0
PGF_00849352,1,1,"Domain of unknown function / Efflux ABC transporter, permease protein",370,370,370,0
PGF_12904376,1,1,"TPR repeat domain / O-acetyl-ADP-ribose deacetylase",462,462,462,0
PGF_00007100,1,1,"Galactose mutarotase related enzyme",289,289,289,0
PGF_02010615,1,1,"hypothetical protein",394,394,394,0
PGF_02011089,1,1,"hypothetical protein",238,238,238,0
PGF_02011030,1,1,"Putative membrane-spanning protein",146,146,146,0
PGF_00033513,1,1,"Phosphoglycerate mutase",218,218,218,0
PGF_01885869,1,1,"Copper-translocating P-type ATPase (EC 3.6.3.4)",636,636,636,0
PGF_02011103,1,1,"hypothetical protein",87,87,87,0
PGF_08081637,2,1,"Glyoxalase family protein",75,86,80.5,5.5
PGF_07754440,1,1,"Predicted glycolate dehydrogenase regulator",355,355,355,0
PGF_01011632,1,1,"Transcriptional regulator, LysR family",300,300,300,0
PGF_02011159,1,1,"membrane-bound protease, CAAX family",244,244,244,0
PGF_02011143,1,1,"hypothetical protein",40,40,40,0
PGF_02011162,1,1,"putative flavodoxin",190,190,190,0
PGF_10462991,1,1,"Transcriptional regulator, AcrR family",197,197,197,0
PGF_02011166,1,1,"putative secreted protein",255,255,255,0
PGF_00063839,1,1,"TyrA protein",315,315,315,0
PGF_02011236,1,1,"hypothetical protein",152,152,152,0
PGF_02912423,1,1,"hypothetical protein",144,144,144,0
PGF_02011031,1,1,"Putative membrane-spanning protein",147,147,147,0
PGF_02011373,1,1,"hypothetical protein",137,137,137,0
PGF_02011292,1,1,"hypothetical protein",119,119,119,0
PGF_00141931,1,1,"hypothetical protein",369,369,369,0
PGF_04182321,1,1,"hypothetical protein",76,76,76,0
PGF_02049436,1,1,"hypothetical protein",144,144,144,0
PGF_02011000,1,1,"L-asparaginase (EC 3.5.1.1)",153,153,153,0
PGF_03084490,1,1,"putative membrane protein",288,288,288,0
PGF_02013370,1,1,"hypothetical protein",88,88,88,0
PGF_10421077,1,1,"Transcriptional regulator, AcrR family",174,174,174,0
PGF_00070739,1,1,"dihydroxyacetone kinase family protein",318,318,318,0
PGF_02010503,1,1,"Putative membrane-spanning protein",197,197,197,0
PGF_02015377,1,1,"hypothetical protein",36,36,36,0
PGF_00812838,1,1,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",272,272,272,0
PGF_02011060,1,1,"hypothetical protein",263,263,263,0
PGF_00887463,1,1,"hypothetical protein",122,122,122,0
PGF_10450169,1,1,"Transcriptional regulator, AcrR family",204,204,204,0
PGF_07488085,1,1,"hypothetical protein",108,108,108,0
PGF_00068041,1,1,"agglutinin receptor",1624,1624,1624,0
PGF_08052250,1,1,"hypothetical protein",387,387,387,0
PGF_02009645,1,1,"hypothetical protein",236,236,236,0
PGF_02013522,1,1,"hypothetical protein",139,139,139,0
PGF_02013521,1,1,"hypothetical protein",95,95,95,0
PGF_02010502,1,1,"Putative membrane-spanning protein",112,112,112,0
PGF_02012629,1,1,"hypothetical protein",801,801,801,0
PGF_00069967,1,1,"conjugation protein, TraG/TraD family, (pXO2-16)",954,954,954,0
PGF_08139500,1,1,"hypothetical protein",770,770,770,0
PGF_02013023,1,1,"hypothetical protein",103,103,103,0
PGF_02013024,1,1,"hypothetical protein",221,221,221,0
PGF_02009555,2,1,"putative ATPase TraE",642,648,645,3
PGF_05721540,1,1,"hypothetical protein",65,65,65,0
PGF_02011167,1,1,"putative secreted protein",426,426,426,0
PGF_00092171,1,1,"hypothetical protein",184,184,184,0
PGF_02012767,1,1,"putative secreted protein",198,198,198,0
PGF_02013025,1,1,"hypothetical protein",93,93,93,0
PGF_00297315,1,1,"hypothetical protein",191,191,191,0
PGF_02010539,1,1,"hypothetical protein",246,246,246,0
PGF_02014740,1,1,"hypothetical protein",74,74,74,0
PGF_02012662,1,1,"hypothetical protein",57,57,57,0
PGF_02016125,2,1,"hypothetical protein",39,47,43,4
PGF_02016292,1,1,"hypothetical protein",72,72,72,0
PGF_02013741,1,1,"Phage Mu protein F like protein",213,213,213,0
PGF_02025266,1,1,"hypothetical protein",88,88,88,0
PGF_00063871,1,1,"Tyrosine recombinase xerC",365,365,365,0
PGF_02011046,1,1,"Transport protein",406,406,406,0
PGF_02011750,1,1,"hypothetical protein",63,63,63,0
PGF_00061495,1,1,"Transposase ISLasa15, IS3 family",41,41,41,0
PGF_03055175,1,1,"Copper-translocating P-type ATPase (EC 3.6.3.4)",634,634,634,0
PGF_02013022,1,1,"hypothetical protein",58,58,58,0
PGF_06051083,1,1,"hypothetical protein",88,88,88,0
PGF_04810974,1,1,"Antitoxin DinJ (binds YafQ toxin)",87,87,87,0
PGF_00367134,2,1,"hypothetical protein",41,80,60.5,19.5
PGF_02017466,2,1,"hypothetical protein",120,120,120,0
PGF_04767055,2,1,"hypothetical protein",87,88,87.5,0.5
PGF_06057787,1,1,"hypothetical protein",30,30,30,0
PGF_05452827,2,1,"hypothetical protein",181,181,181,0
PGF_07714665,1,1,"hypothetical protein",96,96,96,0
PGF_04417571,1,1,"hypothetical protein",95,95,95,0
PGF_02030362,1,1,"hypothetical protein",113,113,113,0
PGF_02029795,1,1,"hypothetical protein",94,94,94,0
PGF_02030358,1,1,"hypothetical protein",236,236,236,0
PGF_07726640,1,1,"hypothetical protein",219,219,219,0
PGF_05569839,1,1,"hypothetical protein",107,107,107,0
PGF_00393697,1,1,"hypothetical protein",334,334,334,0
PGF_02031318,1,1,"LPXTG anchored putative adhesin",193,193,193,0
PGF_06122949,1,1,"hypothetical protein",30,30,30,0
PGF_05672351,1,1,"hypothetical protein",75,75,75,0
PGF_04308910,1,1,"hypothetical protein",109,109,109,0
PGF_12764835,1,1,"hypothetical protein",114,114,114,0
PGF_04140904,1,1,"hypothetical protein",153,153,153,0
PGF_05864443,1,1,"hypothetical protein",180,180,180,0
PGF_04509995,1,1,"hypothetical protein",106,106,106,0
